date,name,item,amount,category
2025-02-04,Heidi,Amazon - Headphones,41.52,Electronics
2025-02-03,Bob,Monthly Rent,511.01,Housing
2025-01-22,Eve,Steam,44.51,Entertainment
2025-03-16,Alice,Pharmacy,79.62,Health
2025-02-16,Alice,Amazon - Headphones,1332.3,Electronics
2025-01-27,Alice,Pharmacy,75.03,Health
2025-02-27,Ivan,Parking,108.36,Transport
2025-02-09,David,Doctor Visit,42.31,Health
2025-02-20,David,Grocery Store,72.18,Food
2025-03-29,Alice,Gas Station,69.07,Transport
2025-03-15,Eve,Gym Membership,54.89,Health
2025-03-18,Bob,Train Ticket,6.74,Transport
2025-01-30,Eve,Utility Bill,1321.78,Housing
2025-02-22,Eve,Uber,12.73,Transport
2025-01-30,Charlie,Chipotle,127.29,Food
2025-01-29,Charlie,Lyft,58.12,Transport
2025-01-03,Heidi,Movie Theater,130.39,Entertainment
2025-03-01,Charlie,Parking,72.28,Transport
2025-02-22,Charlie,Sweetgreen,22.55,Food
2025-01-23,Eve,Lyft,16.2,Transport
2025-02-02,Grace,Monthly Rent,1609.96,Housing
2025-02-20,Bob,Apple Store,1259.13,Electronics
2025-03-27,Alice,Home Depot,2407.39,Housing
2025-03-06,Eve,Starbucks,71.02,Food
2025-03-28,Ivan,Gym Membership,60.48,Health
2025-03-08,Heidi,Gym Membership,76.29,Health
2025-03-14,Ivan,Amazon - Headphones,1493.01,Electronics
2025-01-22,David,Starbucks,80.52,Food
2025-02-05,Judy,Chipotle,15.94,Food
2025-01-06,Grace,Home Depot,1341.13,Housing
2025-02-03,Heidi,Uber,141.28,Transport
2025-03-10,Grace,Gas Station,60.5,Transport
2025-02-24,Grace,Home Depot,1910.6,Housing
2025-01-24,Alice,Amazon - Headphones,951.93,Electronics
2025-01-15,Heidi,Whole Foods,149.7,Food
2025-01-01,Frank,Amazon - Headphones,965.9,Electronics
2025-03-29,Heidi,Movie Theater,35.4,Entertainment
2025-01-16,David,Newegg,171.45,Electronics
2025-03-23,Eve,Doctor Visit,115.51,Health
2025-01-26,Eve,Apple Store,638.6,Electronics
2025-02-02,Eve,Amazon - Headphones,870.64,Electronics
2025-03-30,Heidi,Home Depot,2435.87,Housing
2025-03-09,Judy,Best Buy,1447.58,Electronics
2025-03-23,Ivan,Movie Theater,25.77,Entertainment
2025-03-07,Heidi,Chipotle,131.2,Food
2025-01-29,Bob,Uber,75.07,Transport
2025-02-27,Heidi,Doctor Visit,112.34,Health
2025-02-18,Charlie,Utility Bill,1651.97,Housing
2025-01-20,Grace,Doctor Visit,41.99,Health
2025-01-10,Alice,Apple Store,573.53,Electronics
2025-03-23,Ivan,Gas Station,30.17,Transport
2025-01-30,Frank,Internet,2276.98,Housing
2025-01-27,Grace,Doctor Visit,138.91,Health
2025-01-02,Eve,Concert Ticket,116.83,Entertainment
2025-03-02,Heidi,Grocery Store,58.95,Food
2025-02-18,David,Internet,1290.17,Housing
2025-01-04,Eve,Uber,77.81,Transport
2025-01-29,Eve,Apple Store,1215.79,Electronics
2025-01-01,Eve,Doctor Visit,88.94,Health
2025-02-11,Judy,Doctor Visit,31.03,Health
2025-01-03,Charlie,Uber,81.77,Transport
2025-03-18,Charlie,Steam,104.93,Entertainment
2025-02-07,Heidi,Utility Bill,1603.4,Housing
2025-01-22,Eve,Apple Store,391.28,Electronics
2025-01-29,Ivan,Sweetgreen,148.31,Food
2025-02-03,Frank,Home Depot,2178.66,Housing
2025-03-31,Heidi,Train Ticket,52.36,Transport
2025-02-08,Charlie,Netflix,131.23,Entertainment
2025-02-19,Bob,Whole Foods,36.5,Food
2025-03-20,Eve,Movie Theater,136.33,Entertainment
2025-03-09,Heidi,Apple Store,1220.99,Electronics
2025-03-27,Frank,Uber,143.38,Transport
2025-01-30,Heidi,Lyft,95.57,Transport
2025-02-19,Frank,Movie Theater,18.04,Entertainment
2025-03-22,Ivan,Parking,133.18,Transport
2025-01-28,David,Train Ticket,46.9,Transport
2025-03-11,Judy,Starbucks,16.14,Food
2025-02-20,Frank,Gym Membership,118.58,Health
2025-01-16,David,Doctor Visit,67.4,Health
2025-01-23,Alice,Netflix,26.73,Entertainment
2025-02-22,Eve,Internet,1528.42,Housing
2025-01-23,Eve,Utility Bill,1418.02,Housing
2025-02-25,Bob,Lyft,98.08,Transport
2025-02-26,Heidi,Pharmacy,26.51,Health
2025-01-16,Judy,Whole Foods,119.37,Food
2025-03-19,Alice,Chipotle,73.55,Food
2025-01-07,Grace,Parking,86.51,Transport
2025-02-17,Alice,Newegg,1163.88,Electronics
2025-03-30,Alice,Apple Store,647.82,Electronics
2025-02-10,Frank,McDonalds,18.42,Food
2025-03-16,Frank,Best Buy,1382.7,Electronics
2025-02-13,Judy,Starbucks,134.31,Food
2025-02-13,Eve,Utility Bill,1895.04,Housing
2025-01-15,Heidi,Starbucks,44.9,Food
2025-03-27,Grace,Internet,704.09,Housing
2025-02-26,Heidi,Home Depot,1636.77,Housing
2025-01-19,David,Monthly Rent,1943.5,Housing
2025-01-14,Frank,Newegg,1308.4,Electronics
2025-02-18,Judy,Uber,141.82,Transport
2025-02-10,Heidi,Parking,71.89,Transport
2025-01-10,David,Pharmacy,109.1,Health
2025-02-02,Judy,Best Buy,1197.93,Electronics
2025-01-17,Ivan,Best Buy,1331.33,Electronics
2025-03-11,Judy,Movie Theater,80.67,Entertainment
2025-01-28,Frank,Uber,96.5,Transport
2025-03-12,Frank,Utility Bill,1533.82,Housing
2025-01-06,Ivan,Utility Bill,995.15,Housing
2025-01-08,Heidi,Movie Theater,49.1,Entertainment
2025-01-28,Bob,Home Depot,1577.42,Housing
2025-02-25,Alice,Uber,118.54,Transport
2025-03-26,David,Spotify,45.62,Entertainment
2025-02-25,Heidi,Monthly Rent,1210.81,Housing
2025-02-14,Charlie,Parking,119.03,Transport
2025-01-24,Frank,Monthly Rent,1476.54,Housing
2025-03-27,Grace,Chipotle,138.16,Food
2025-01-22,Ivan,Apple Store,87.01,Electronics
2025-01-24,Heidi,Lyft,16.3,Transport
2025-01-07,Heidi,Doctor Visit,100.56,Health
2025-02-18,Frank,Internet,771.53,Housing
2025-03-12,Eve,Doctor Visit,108.59,Health
2025-02-24,Ivan,McDonalds,138.21,Food
2025-02-24,Bob,Home Depot,1636.48,Housing
2025-02-26,Heidi,Pharmacy,20.63,Health
2025-02-04,Charlie,Lyft,121.3,Transport
2025-01-22,Heidi,Starbucks,86.62,Food
2025-01-13,Grace,Movie Theater,52.5,Entertainment
2025-03-09,Alice,Internet,1308.83,Housing
2025-03-20,David,Gym Membership,124.5,Health
2025-03-30,Bob,Gym Membership,14.95,Health
2025-03-06,Bob,Gym Membership,103.13,Health
2025-01-25,Bob,Monthly Rent,1786.34,Housing
2025-01-15,Charlie,Utility Bill,1141.6,Housing
2025-03-26,Judy,McDonalds,16.22,Food
2025-01-30,David,Internet,1463.82,Housing
2025-01-25,Heidi,Lyft,44.19,Transport
2025-01-25,Heidi,Gym Membership,134.35,Health
2025-03-31,Eve,Apple Store,1378.59,Electronics
2025-01-25,Grace,Home Depot,1992.45,Housing
2025-03-13,Bob,Concert Ticket,109.88,Entertainment
2025-02-01,David,Internet,1406.62,Housing
2025-01-10,Bob,Parking,13.05,Transport
2025-03-23,Heidi,Pharmacy,24.87,Health
2025-03-20,Heidi,Starbucks,71.23,Food
2025-03-08,Grace,Best Buy,1348.63,Electronics
2025-01-29,Eve,Apple Store,128.53,Electronics
2025-03-02,Bob,Amazon - Headphones,563.34,Electronics
2025-02-13,Ivan,Internet,1110.62,Housing
2025-02-25,Grace,Internet,1909.96,Housing
2025-03-11,Grace,Doctor Visit,24.85,Health
2025-01-25,Bob,Netflix,127.72,Entertainment
2025-03-25,Charlie,Sweetgreen,8.75,Food
2025-03-08,Charlie,Steam,5.97,Entertainment
2025-03-21,Ivan,Gas Station,128.48,Transport
2025-02-25,Grace,Monthly Rent,1004.61,Housing
2025-02-23,Heidi,Newegg,859.67,Electronics
2025-01-31,Bob,Sweetgreen,102.06,Food
2025-02-14,David,Uber,124.48,Transport
2025-01-21,Charlie,Internet,1337.07,Housing
2025-03-08,Frank,Concert Ticket,45.35,Entertainment
2025-03-25,Ivan,Utility Bill,1374.4,Housing
2025-01-05,Judy,Spotify,39.7,Entertainment
2025-03-08,Heidi,Newegg,395.29,Electronics
2025-02-11,Eve,Starbucks,22.31,Food
2025-01-05,Bob,Best Buy,1452.31,Electronics
2025-02-25,Alice,Netflix,31.18,Entertainment
2025-02-18,Alice,Gym Membership,16.67,Health
2025-01-30,Alice,Apple Store,1099.49,Electronics
2025-01-24,Heidi,Starbucks,127.13,Food
2025-03-17,Grace,Gym Membership,138.46,Health
2025-03-05,Heidi,Uber,49.66,Transport
2025-03-18,Charlie,Uber,26.19,Transport
2025-01-25,Frank,Steam,106.87,Entertainment
2025-03-29,Alice,Doctor Visit,84.34,Health
2025-01-09,Alice,Utility Bill,1620.34,Housing
2025-02-09,David,Netflix,60.12,Entertainment
2025-01-14,Judy,Internet,693.99,Housing
2025-02-25,Judy,Steam,98.65,Entertainment
2025-03-22,Charlie,Chipotle,43.79,Food
2025-03-23,Alice,Home Depot,700.77,Housing
2025-03-07,Charlie,Pharmacy,90.8,Health
2025-03-13,Bob,Newegg,646.32,Electronics
2025-03-12,David,Gym Membership,131.68,Health
2025-03-06,Alice,Doctor Visit,76.93,Health
2025-01-22,Alice,Sweetgreen,7.67,Food
2025-02-08,Alice,Doctor Visit,124.43,Health
2025-01-10,Heidi,Gas Station,149.15,Transport
2025-02-15,Grace,Train Ticket,97.43,Transport
2025-03-05,Alice,Chipotle,82.58,Food
2025-02-10,Alice,Chipotle,70.84,Food
2025-02-02,Alice,Sweetgreen,120.55,Food
2025-01-14,David,Lyft,108.11,Transport
2025-03-06,Grace,Concert Ticket,20.06,Entertainment
2025-03-20,Alice,Home Depot,2041.47,Housing
2025-03-16,Judy,Gym Membership,115.54,Health
2025-02-13,Grace,Chipotle,96.27,Food
2025-03-31,Bob,Monthly Rent,2248.44,Housing
2025-02-01,Eve,Pharmacy,24.18,Health
2025-03-31,Heidi,Doctor Visit,69.47,Health
2025-03-17,Alice,Spotify,51.32,Entertainment
2025-02-26,David,Spotify,62.76,Entertainment
2025-02-15,David,Movie Theater,43.21,Entertainment
2025-02-19,Frank,Uber,90.82,Transport
2025-01-17,Ivan,Concert Ticket,79.53,Entertainment
2025-01-25,Alice,Concert Ticket,132.78,Entertainment
2025-03-26,Heidi,Monthly Rent,1058.5,Housing
2025-01-29,Eve,Train Ticket,87.47,Transport
2025-02-04,Charlie,Concert Ticket,134.51,Entertainment
2025-02-11,Frank,Amazon - Headphones,378.81,Electronics
2025-03-25,David,Doctor Visit,42.71,Health
2025-01-08,Heidi,Parking,76.36,Transport
2025-02-06,Ivan,Pharmacy,10.98,Health
2025-02-16,Eve,Starbucks,24.19,Food
2025-03-05,Frank,Monthly Rent,1998.92,Housing
2025-03-16,Ivan,Starbucks,21.36,Food
2025-03-27,Frank,Sweetgreen,62.95,Food
2025-01-03,Ivan,Steam,95.95,Entertainment
2025-02-10,Alice,Internet,1253.33,Housing
2025-01-11,Grace,Utility Bill,2242.25,Housing
2025-02-12,Charlie,Monthly Rent,1889.31,Housing
2025-02-19,Eve,Parking,10.07,Transport
2025-02-18,Eve,Apple Store,595.89,Electronics
2025-01-06,Eve,Train Ticket,21.04,Transport
2025-03-05,Heidi,Whole Foods,81.98,Food
2025-03-29,Charlie,Best Buy,1015.32,Electronics
2025-03-05,Charlie,Lyft,117.48,Transport
2025-03-04,Heidi,Gym Membership,110.94,Health
2025-01-30,Alice,McDonalds,136.03,Food
2025-02-21,Heidi,Train Ticket,121.88,Transport
2025-03-22,Bob,Train Ticket,144.38,Transport
2025-01-28,Charlie,Gym Membership,8.42,Health
2025-03-05,Alice,Steam,32.64,Entertainment
2025-01-27,Judy,Gas Station,58.42,Transport
2025-01-30,Grace,Sweetgreen,46.01,Food
2025-02-28,Judy,Gas Station,22.69,Transport
2025-02-14,Frank,Internet,642.82,Housing
2025-02-03,Bob,Best Buy,1044.1,Electronics
2025-02-17,Ivan,Movie Theater,96.0,Entertainment
2025-02-19,Heidi,Best Buy,587.55,Electronics
2025-03-10,Grace,Monthly Rent,2381.5,Housing
2025-02-06,Charlie,Apple Store,589.85,Electronics
2025-01-08,Ivan,Newegg,539.99,Electronics
2025-02-20,Alice,Train Ticket,62.37,Transport
2025-02-03,Eve,Newegg,1051.84,Electronics
2025-01-15,David,Chipotle,23.68,Food
2025-03-27,Bob,Internet,773.99,Housing
2025-03-07,Charlie,Lyft,44.02,Transport
2025-03-20,Charlie,Parking,47.95,Transport
2025-01-26,David,Internet,536.44,Housing
2025-03-22,Eve,Lyft,105.73,Transport
2025-01-29,Charlie,Best Buy,396.1,Electronics
2025-02-17,Eve,Home Depot,837.54,Housing
2025-01-31,Bob,Amazon - Headphones,983.91,Electronics
2025-03-14,Judy,Internet,1863.33,Housing
2025-03-18,Bob,Apple Store,85.81,Electronics
2025-03-07,David,Best Buy,271.87,Electronics
2025-03-24,Charlie,Netflix,75.03,Entertainment
2025-03-26,Charlie,Amazon - Headphones,881.36,Electronics
2025-02-11,Judy,Internet,1528.03,Housing
2025-03-05,Grace,Chipotle,52.51,Food
2025-02-23,Frank,Uber,107.34,Transport
2025-01-08,Frank,Gym Membership,6.07,Health
2025-03-26,Heidi,Movie Theater,101.11,Entertainment
2025-02-05,Heidi,Newegg,1432.67,Electronics
2025-02-22,Heidi,McDonalds,10.05,Food
2025-02-07,Alice,Movie Theater,147.37,Entertainment
2025-02-22,Eve,Train Ticket,126.39,Transport
2025-03-22,Ivan,Chipotle,56.95,Food
2025-03-02,Frank,Pharmacy,135.95,Health
2025-01-17,Frank,Gas Station,38.61,Transport
2025-01-18,Heidi,Uber,10.89,Transport
2025-03-18,Bob,McDonalds,77.8,Food
2025-01-02,Grace,Monthly Rent,943.19,Housing
2025-02-22,David,Best Buy,75.5,Electronics
2025-03-06,Charlie,Steam,69.95,Entertainment
2025-03-12,Alice,Sweetgreen,54.16,Food
2025-01-04,Grace,Train Ticket,89.3,Transport
2025-02-25,Ivan,McDonalds,16.04,Food
2025-01-07,Judy,Netflix,63.79,Entertainment
2025-03-14,Grace,Gym Membership,93.72,Health
2025-01-17,Eve,Steam,26.0,Entertainment
2025-03-18,Ivan,Home Depot,533.16,Housing
2025-03-01,Grace,Utility Bill,1752.5,Housing
2025-01-26,David,Pharmacy,29.87,Health
2025-01-05,Grace,Lyft,131.36,Transport
2025-02-28,Frank,Steam,30.35,Entertainment
2025-01-27,Eve,Monthly Rent,1142.22,Housing
2025-03-11,Eve,Newegg,673.16,Electronics
2025-01-25,Heidi,McDonalds,88.58,Food
2025-03-19,Bob,Monthly Rent,930.08,Housing
2025-02-22,Frank,McDonalds,108.0,Food
2025-02-26,Grace,Monthly Rent,2056.68,Housing
2025-03-18,Bob,McDonalds,99.11,Food
2025-01-02,Eve,Amazon - Headphones,78.34,Electronics
2025-02-10,Grace,Lyft,142.19,Transport
2025-03-03,David,Sweetgreen,27.45,Food
2025-01-09,Charlie,Uber,63.31,Transport
2025-03-28,Judy,Gym Membership,69.42,Health
2025-01-07,Grace,McDonalds,68.77,Food
2025-02-22,Charlie,Uber,36.97,Transport
2025-03-06,Bob,Sweetgreen,127.8,Food
2025-01-06,Charlie,Internet,870.46,Housing
2025-02-19,Judy,Apple Store,1073.54,Electronics
2025-03-20,David,Uber,117.6,Transport
2025-01-10,Frank,Apple Store,643.96,Electronics
2025-02-02,Grace,Starbucks,142.81,Food
2025-03-17,Ivan,Pharmacy,94.41,Health
2025-03-01,Alice,Newegg,51.24,Electronics
2025-03-06,Alice,McDonalds,42.63,Food
2025-01-24,Heidi,Movie Theater,52.19,Entertainment
2025-01-02,Frank,Home Depot,2410.14,Housing
2025-01-12,Ivan,Apple Store,224.66,Electronics
2025-03-24,Heidi,Starbucks,102.57,Food
2025-01-08,Eve,Doctor Visit,112.04,Health
2025-02-14,Eve,Gas Station,32.49,Transport
2025-03-19,Frank,Movie Theater,107.32,Entertainment
2025-01-31,Alice,Newegg,967.25,Electronics
2025-03-21,Judy,Gym Membership,73.95,Health
2025-02-08,Heidi,Gym Membership,124.66,Health
2025-03-23,Bob,Monthly Rent,1648.97,Housing
2025-02-05,Grace,Gym Membership,131.06,Health
2025-01-16,David,Train Ticket,18.18,Transport
2025-03-25,Eve,Apple Store,551.1,Electronics
2025-03-14,Frank,Grocery Store,47.86,Food
2025-01-15,Grace,Steam,14.56,Entertainment
2025-03-29,David,Pharmacy,92.78,Health
2025-02-07,Charlie,Movie Theater,145.75,Entertainment
2025-03-06,Judy,Sweetgreen,59.3,Food
2025-01-17,Charlie,Lyft,95.24,Transport
2025-02-16,Bob,Spotify,59.57,Entertainment
2025-02-08,Alice,Pharmacy,107.09,Health
2025-01-20,David,Grocery Store,53.34,Food
2025-02-15,Grace,Newegg,342.4,Electronics
2025-01-10,Ivan,Monthly Rent,1220.49,Housing
2025-01-25,Grace,Parking,31.17,Transport
2025-01-03,Eve,Concert Ticket,148.32,Entertainment
2025-03-13,Alice,Apple Store,517.07,Electronics
2025-02-15,Eve,Utility Bill,1536.75,Housing
2025-01-26,Frank,Train Ticket,63.61,Transport
2025-03-31,Bob,Chipotle,143.82,Food
2025-02-03,Alice,Chipotle,6.54,Food
2025-03-17,Frank,Internet,997.58,Housing
2025-03-20,Grace,Newegg,1137.64,Electronics
2025-02-03,Heidi,McDonalds,106.2,Food
2025-01-25,Charlie,Sweetgreen,14.06,Food
2025-03-18,Judy,Apple Store,177.63,Electronics
2025-03-27,Ivan,Uber,147.46,Transport
2025-02-23,Ivan,Newegg,714.02,Electronics
2025-02-15,Ivan,Concert Ticket,47.01,Entertainment
2025-02-06,Alice,Monthly Rent,1081.18,Housing
2025-01-15,Charlie,Starbucks,9.85,Food
2025-02-12,Heidi,Apple Store,1494.07,Electronics
2025-03-10,Charlie,Movie Theater,116.97,Entertainment
2025-03-30,Grace,Doctor Visit,55.2,Health
2025-03-07,Bob,Sweetgreen,53.43,Food
2025-01-08,Bob,Best Buy,506.86,Electronics
2025-02-02,Charlie,Pharmacy,127.38,Health
2025-02-06,David,Parking,146.38,Transport
2025-01-29,Grace,Lyft,129.58,Transport
2025-03-16,Judy,Doctor Visit,131.17,Health
2025-03-06,Charlie,Starbucks,58.06,Food
2025-02-11,Charlie,Apple Store,901.09,Electronics
2025-02-24,Frank,Best Buy,1407.71,Electronics
2025-01-27,Ivan,Home Depot,1004.8,Housing
2025-02-15,Bob,Spotify,36.38,Entertainment
2025-03-16,Alice,Apple Store,57.0,Electronics
2025-02-15,Ivan,Pharmacy,55.67,Health
2025-02-20,Eve,McDonalds,110.12,Food
2025-02-14,Grace,Pharmacy,126.81,Health
2025-03-16,Ivan,Gas Station,100.53,Transport
2025-01-14,Eve,McDonalds,16.95,Food
2025-01-31,Charlie,Gas Station,33.02,Transport
2025-03-16,Bob,Uber,85.06,Transport
2025-03-10,Bob,Utility Bill,1852.89,Housing
2025-01-26,Frank,Best Buy,670.13,Electronics
2025-01-27,Judy,Uber,124.95,Transport
2025-03-16,Judy,Best Buy,824.66,Electronics
2025-03-15,Bob,Monthly Rent,786.74,Housing
2025-03-26,Judy,Pharmacy,128.05,Health
2025-03-13,Ivan,Apple Store,1256.59,Electronics
2025-01-14,Charlie,Internet,2265.74,Housing
2025-03-23,Heidi,Netflix,118.51,Entertainment
2025-02-11,David,Spotify,111.24,Entertainment
2025-03-07,Alice,Netflix,102.95,Entertainment
2025-02-05,Alice,Netflix,127.22,Entertainment
2025-03-18,Frank,Amazon - Headphones,1397.13,Electronics
2025-03-04,Alice,Home Depot,749.17,Housing
2025-01-05,Eve,Gas Station,48.42,Transport
2025-02-23,Frank,Doctor Visit,120.9,Health
2025-01-27,Grace,Chipotle,83.06,Food
2025-01-04,Eve,Chipotle,77.36,Food
2025-01-16,David,Sweetgreen,75.06,Food
2025-01-29,Bob,Home Depot,1534.29,Housing
2025-01-14,Charlie,Newegg,359.47,Electronics
2025-01-10,David,Doctor Visit,143.23,Health
2025-01-02,Bob,Best Buy,1413.6,Electronics
2025-03-20,Eve,Best Buy,471.95,Electronics
2025-01-20,Grace,Home Depot,1313.86,Housing
2025-03-21,Bob,Gym Membership,10.65,Health
2025-02-08,Judy,Lyft,65.36,Transport
2025-02-22,Eve,Movie Theater,58.91,Entertainment
2025-01-16,Grace,Parking,110.3,Transport
2025-02-02,Eve,Monthly Rent,1553.97,Housing
2025-02-19,Alice,Movie Theater,76.82,Entertainment
2025-03-06,Ivan,Best Buy,641.66,Electronics
2025-01-19,Ivan,Netflix,6.59,Entertainment
2025-01-08,Grace,Parking,131.91,Transport
2025-01-12,Grace,McDonalds,35.35,Food
2025-02-09,Grace,Movie Theater,32.49,Entertainment
2025-02-06,Eve,Spotify,100.98,Entertainment
2025-02-03,Ivan,Grocery Store,38.59,Food
2025-03-07,Frank,Train Ticket,63.94,Transport
2025-02-01,Frank,Pharmacy,109.55,Health
2025-01-08,Grace,Monthly Rent,778.57,Housing
2025-02-13,Heidi,Train Ticket,49.52,Transport
2025-01-05,Ivan,Chipotle,145.82,Food
2025-01-25,David,Grocery Store,15.65,Food
2025-03-22,Heidi,Gym Membership,35.02,Health
2025-01-06,Frank,Sweetgreen,111.35,Food
2025-03-02,Alice,Netflix,119.53,Entertainment
2025-01-29,Bob,Sweetgreen,83.28,Food
2025-01-09,Charlie,Parking,113.08,Transport
2025-03-25,Heidi,Amazon - Headphones,425.58,Electronics
2025-03-06,Grace,Grocery Store,66.7,Food
2025-01-28,Bob,Parking,132.15,Transport
2025-03-23,Judy,Doctor Visit,73.3,Health
2025-02-27,Ivan,McDonalds,17.07,Food
2025-02-26,Grace,Utility Bill,1367.27,Housing
2025-03-01,Heidi,Spotify,22.27,Entertainment
2025-03-04,Alice,Doctor Visit,64.56,Health
2025-02-16,Heidi,Concert Ticket,38.6,Entertainment
2025-02-10,Grace,Utility Bill,711.46,Housing
2025-03-20,Judy,Netflix,101.57,Entertainment
2025-01-18,Charlie,Utility Bill,640.18,Housing
2025-01-13,Bob,Amazon - Headphones,1415.03,Electronics
2025-03-15,Eve,Starbucks,38.49,Food
2025-01-05,Grace,Gas Station,142.53,Transport
2025-01-27,Bob,Newegg,49.18,Electronics
2025-03-14,David,Spotify,105.7,Entertainment
2025-02-25,Judy,Movie Theater,105.57,Entertainment
2025-03-29,Judy,Utility Bill,2271.59,Housing
2025-01-08,David,Lyft,45.93,Transport
2025-02-26,David,Spotify,59.65,Entertainment
2025-01-08,Eve,Utility Bill,2016.75,Housing
2025-02-24,Grace,Monthly Rent,1041.86,Housing
2025-01-13,Heidi,Chipotle,120.11,Food
2025-03-10,Heidi,Grocery Store,45.95,Food
2025-02-12,Eve,Train Ticket,13.07,Transport
2025-01-22,Alice,Lyft,88.26,Transport
2025-01-01,Judy,Train Ticket,12.77,Transport
2025-02-10,Frank,Pharmacy,29.4,Health
2025-03-16,Charlie,Gas Station,5.29,Transport
2025-02-07,Heidi,Newegg,137.65,Electronics
2025-03-14,Judy,Apple Store,713.36,Electronics
2025-03-27,Grace,Netflix,81.89,Entertainment
2025-03-08,Frank,McDonalds,105.13,Food
2025-01-22,Charlie,Lyft,84.68,Transport
2025-02-12,Charlie,Monthly Rent,2240.53,Housing
2025-02-01,Frank,Uber,14.75,Transport
2025-02-22,Alice,Gym Membership,120.99,Health
2025-03-25,Eve,Best Buy,1333.81,Electronics
2025-02-20,Judy,Train Ticket,89.98,Transport
2025-03-27,Ivan,Lyft,99.47,Transport
2025-01-12,Judy,Train Ticket,27.37,Transport
2025-01-07,Judy,Chipotle,132.32,Food
2025-03-27,Eve,Starbucks,113.79,Food
2025-03-29,Grace,Internet,1762.51,Housing
2025-02-05,Alice,Concert Ticket,118.42,Entertainment
2025-02-04,Ivan,Home Depot,1827.44,Housing
2025-01-05,Grace,Starbucks,93.75,Food
2025-03-27,Grace,Whole Foods,107.07,Food
2025-01-15,Bob,Gym Membership,139.3,Health
2025-03-19,Eve,Monthly Rent,1420.0,Housing
2025-02-14,Charlie,Lyft,90.36,Transport
2025-03-23,Eve,Concert Ticket,27.12,Entertainment
2025-03-04,Judy,Newegg,873.61,Electronics
2025-03-25,Frank,Lyft,111.28,Transport
2025-03-14,Heidi,Gas Station,29.42,Transport
2025-01-13,Charlie,Steam,15.04,Entertainment
2025-02-19,David,Amazon - Headphones,447.29,Electronics
2025-03-13,Heidi,Pharmacy,88.18,Health
2025-03-03,Bob,Train Ticket,15.37,Transport
2025-03-24,Charlie,Home Depot,1468.42,Housing
2025-01-30,Eve,Uber,148.98,Transport
2025-01-24,Charlie,Lyft,5.45,Transport
2025-02-20,David,Monthly Rent,1712.87,Housing
2025-02-25,Eve,Amazon - Headphones,546.28,Electronics
2025-01-24,Frank,Steam,70.74,Entertainment
2025-02-26,Ivan,Pharmacy,136.67,Health
2025-02-19,Grace,Internet,1834.33,Housing
2025-03-27,Heidi,Monthly Rent,2399.31,Housing
2025-01-25,Heidi,Home Depot,2487.77,Housing
2025-02-22,Judy,Movie Theater,123.69,Entertainment
2025-01-17,Heidi,Train Ticket,79.6,Transport
2025-03-24,Alice,Spotify,10.99,Entertainment
2025-02-27,Grace,Netflix,41.66,Entertainment
2025-03-10,Bob,Netflix,78.08,Entertainment
2025-03-30,Ivan,Apple Store,259.8,Electronics
2025-03-25,David,Pharmacy,115.22,Health
2025-02-21,David,Apple Store,1085.25,Electronics
2025-01-13,Alice,Concert Ticket,57.94,Entertainment
2025-01-13,Eve,Amazon - Headphones,122.2,Electronics
2025-03-25,Charlie,Grocery Store,83.74,Food
2025-01-18,Judy,Utility Bill,914.12,Housing
2025-02-02,David,Gas Station,57.56,Transport
2025-03-28,David,Best Buy,1362.9,Electronics
2025-03-04,Judy,Monthly Rent,1089.06,Housing
2025-01-05,Alice,Pharmacy,23.08,Health
2025-03-08,Eve,Sweetgreen,35.4,Food
2025-03-12,Judy,Concert Ticket,128.23,Entertainment
2025-01-27,Grace,Steam,81.68,Entertainment
2025-02-13,Charlie,Amazon - Headphones,480.81,Electronics
2025-01-18,Bob,Gas Station,82.08,Transport
2025-03-02,Eve,Netflix,133.0,Entertainment
2025-01-31,Ivan,Doctor Visit,138.54,Health
2025-02-04,Judy,Gym Membership,137.72,Health
2025-01-13,David,Doctor Visit,69.47,Health
2025-01-07,Judy,Gas Station,105.86,Transport
2025-02-20,Eve,Best Buy,711.7,Electronics
2025-02-20,Judy,Spotify,120.1,Entertainment
2025-01-05,Grace,McDonalds,91.96,Food
2025-03-10,Eve,Pharmacy,17.91,Health
2025-03-15,Heidi,Lyft,60.51,Transport
2025-03-19,Heidi,Doctor Visit,95.3,Health
2025-02-24,Bob,Doctor Visit,9.03,Health
2025-03-18,Charlie,Gym Membership,57.28,Health
2025-01-11,Charlie,Lyft,68.78,Transport
2025-02-13,Judy,Amazon - Headphones,965.16,Electronics
2025-03-02,Ivan,Apple Store,81.15,Electronics
2025-01-14,Charlie,Newegg,1040.29,Electronics
2025-02-07,Bob,Monthly Rent,1348.09,Housing
2025-01-01,David,Apple Store,864.4,Electronics
2025-01-27,Alice,Home Depot,764.71,Housing
2025-03-23,Frank,Utility Bill,1814.03,Housing
2025-01-07,Alice,Parking,101.7,Transport
2025-01-21,Grace,Train Ticket,22.43,Transport
2025-02-08,Charlie,Amazon - Headphones,169.48,Electronics
2025-02-12,Frank,Internet,874.11,Housing
2025-02-19,Ivan,McDonalds,50.79,Food
2025-02-17,Ivan,Steam,92.45,Entertainment
2025-01-30,Charlie,Doctor Visit,49.42,Health
2025-02-18,Eve,Train Ticket,83.44,Transport
2025-03-02,Frank,Sweetgreen,122.14,Food
